Time,1,2,3,4
2021-05-16 09:05:42,100.0,0.0,100.0,0.0
2021-05-16 09:05:47,2.0,0.4,7.6,19.0
2021-05-16 09:05:52,0.8,0.6,66.5,20.5
2021-05-16 09:05:57,1.0,1.8,86.4,22.0
2021-05-16 09:06:02,1.2,6.0,86.1,16.9
2021-05-16 09:06:07,2.8,5.4,88.3,15.4
2021-05-16 09:06:12,1.6,5.6,88.4,14.0
2021-05-16 09:06:17,2.4,5.2,77.8,24.6
2021-05-16 09:06:22,1.4,4.8,12.8,89.0
2021-05-16 09:06:27,8.2,34.2,17.9,51.4
2021-05-16 09:06:32,0.2,88.2,15.8,6.8
2021-05-16 09:06:37,0.0,87.8,15.7,6.6
2021-05-16 09:06:42,0.8,88.4,14.0,6.0
2021-05-16 09:06:47,0.4,82.9,15.8,9.5
2021-05-16 09:06:52,0.4,87.7,14.4,5.8
2021-05-16 09:06:57,0.2,64.0,36.7,7.8
2021-05-16 09:07:02,0.2,34.1,56.2,18.9
2021-05-16 09:07:07,0.4,87.3,0.0,22.0
2021-05-16 09:07:12,0.2,88.0,0.0,22.3
2021-05-16 09:07:17,0.2,87.1,0.0,22.6
2021-05-16 09:07:22,0.0,85.2,0.0,21.8
2021-05-16 09:07:27,0.0,88.5,0.0,19.7
2021-05-16 09:07:32,0.2,88.4,0.0,24.0
2021-05-16 09:07:37,0.0,88.1,0.0,22.2
2021-05-16 09:07:42,33.9,54.0,0.2,21.6
2021-05-16 09:07:47,37.8,50.3,0.4,21.3
2021-05-16 09:07:52,0.0,87.7,0.0,20.7
2021-05-16 09:07:57,0.0,33.5,55.0,21.0
2021-05-16 09:08:02,0.0,0.0,87.8,21.3
2021-05-16 09:08:07,0.0,0.4,88.5,20.9
2021-05-16 09:08:12,0.0,0.0,87.1,24.0
2021-05-16 09:08:17,0.0,0.0,87.7,21.6
2021-05-16 09:08:22,0.2,0.2,88.0,22.8
2021-05-16 09:08:27,0.0,1.0,88.2,20.6
2021-05-16 09:08:32,0.0,0.2,86.9,23.5
2021-05-16 09:08:37,36.2,0.8,53.1,20.0
2021-05-16 09:08:42,86.2,1.8,0.6,24.0
2021-05-16 09:08:47,21.0,66.6,0.6,21.9
2021-05-16 09:08:52,69.1,7.6,14.2,19.3
2021-05-16 09:08:57,88.6,0.0,14.4,5.8
2021-05-16 09:09:02,87.7,0.2,14.8,5.8
2021-05-16 09:09:07,88.3,0.0,15.3,6.0
2021-05-16 09:09:12,5.6,82.1,14.7,7.2
2021-05-16 09:09:17,0.4,86.7,15.9,6.5
2021-05-16 09:09:22,0.0,87.1,15.7,5.9
2021-05-16 09:09:27,0.0,87.3,18.5,5.4
2021-05-16 09:09:32,0.2,88.7,14.8,5.2
2021-05-16 09:09:37,0.2,87.6,16.9,6.0
2021-05-16 09:09:42,1.4,87.6,14.4,6.0
2021-05-16 09:09:47,0.4,87.9,16.6,5.2
2021-05-16 09:09:52,1.4,87.5,14.4,5.4
2021-05-16 09:09:57,1.4,55.3,16.0,37.0
2021-05-16 09:10:02,1.8,5.8,18.7,85.5
2021-05-16 09:10:07,0.6,5.6,18.0,84.8
2021-05-16 09:10:12,1.4,5.8,18.4,84.5
2021-05-16 09:10:17,10.9,67.5,15.1,15.5
2021-05-16 09:10:22,0.2,88.2,15.0,5.8
2021-05-16 09:10:27,0.0,87.1,15.4,6.8
2021-05-16 09:10:32,0.0,87.6,16.1,5.2
2021-05-16 09:10:37,0.0,88.6,16.3,5.4
2021-05-16 09:10:42,0.0,88.4,16.1,5.0
2021-05-16 09:10:47,0.0,88.0,14.4,6.0
2021-05-16 09:10:52,0.0,88.2,16.5,5.0
2021-05-16 09:10:57,0.0,88.4,16.0,5.2
2021-05-16 09:11:02,0.0,87.4,17.1,6.0
2021-05-16 09:11:07,1.2,87.9,15.6,5.6
2021-05-16 09:11:12,0.0,87.9,19.1,4.8
2021-05-16 09:11:17,0.0,89.1,13.8,5.0
2021-05-16 09:11:22,0.0,87.9,17.9,5.0
2021-05-16 09:11:27,0.0,87.2,14.9,5.2
2021-05-16 09:11:32,0.0,85.9,17.8,6.2
2021-05-16 09:11:37,48.5,16.4,20.1,23.7
2021-05-16 09:11:42,60.1,27.9,0.2,21.6
2021-05-16 09:11:47,0.0,87.4,0.2,23.8
2021-05-16 09:11:52,0.0,86.9,0.0,23.4
2021-05-16 09:11:57,0.0,84.8,0.8,25.1
2021-05-16 09:12:02,0.0,87.1,1.8,19.2
2021-05-16 09:12:07,0.2,43.3,61.2,5.2
2021-05-16 09:12:12,0.0,17.9,87.6,5.4
2021-05-16 09:12:17,0.0,35.4,63.1,12.1
2021-05-16 09:12:22,1.0,87.3,0.2,19.5
2021-05-16 09:12:27,35.9,54.9,0.6,18.0
2021-05-16 09:12:32,31.6,56.5,1.6,20.0
2021-05-16 09:12:37,0.4,87.4,1.8,21.5
2021-05-16 09:12:42,0.2,87.6,1.4,19.3
2021-05-16 09:12:47,0.0,88.6,2.6,18.4
2021-05-16 09:12:52,0.0,85.8,1.6,22.2
2021-05-16 09:12:57,1.2,86.7,0.8,21.2
2021-05-16 09:13:02,1.6,87.8,0.2,21.9
2021-05-16 09:13:07,2.0,88.6,0.4,19.5
2021-05-16 09:13:12,0.4,88.4,0.4,18.9
2021-05-16 09:13:17,1.2,45.7,43.0,19.0
2021-05-16 09:13:22,2.4,72.7,16.4,17.3
2021-05-16 09:13:27,1.4,88.0,0.0,22.4
2021-05-16 09:13:32,6.8,76.5,6.6,18.9
2021-05-16 09:13:37,0.2,0.0,88.9,19.1
2021-05-16 09:13:42,9.2,0.0,84.0,18.3
2021-05-16 09:13:47,5.0,0.0,88.5,14.7
2021-05-16 09:13:52,4.6,0.0,87.7,14.8
2021-05-16 09:13:57,6.0,0.0,88.2,14.5
2021-05-16 09:14:02,5.7,0.0,89.0,13.4
2021-05-16 09:14:07,6.8,0.0,87.5,15.5
2021-05-16 09:14:12,22.8,0.0,58.1,30.1
2021-05-16 09:14:17,13.5,0.0,8.7,87.5
2021-05-16 09:14:22,6.8,0.0,15.2,87.6
2021-05-16 09:14:27,6.6,0.0,14.6,88.0
2021-05-16 09:14:32,6.4,0.0,14.9,88.0
2021-05-16 09:14:37,6.0,0.0,11.4,88.8
2021-05-16 09:14:42,34.5,36.9,14.8,22.0
2021-05-16 09:14:47,2.4,88.3,15.2,5.2
2021-05-16 09:14:52,0.8,88.0,14.9,5.4
2021-05-16 09:14:57,1.6,6.8,80.0,18.9
2021-05-16 09:15:02,64.8,25.8,0.0,17.7
2021-05-16 09:15:07,89.4,0.0,0.2,19.0
2021-05-16 09:15:12,88.0,0.2,0.0,20.9
2021-05-16 09:15:17,48.2,41.1,0.2,20.2
2021-05-16 09:15:22,0.0,87.6,0.0,21.3
2021-05-16 09:15:27,0.0,88.0,0.0,20.6
2021-05-16 09:15:32,0.0,82.8,1.4,23.2
2021-05-16 09:15:37,0.0,85.5,12.4,11.6
2021-05-16 09:15:42,0.0,87.5,7.0,12.7
2021-05-16 09:15:47,0.0,88.1,6.2,15.4
2021-05-16 09:15:52,0.0,88.5,6.6,15.3
2021-05-16 09:15:57,35.5,54.5,6.6,14.0
2021-05-16 09:16:02,87.9,0.0,5.6,13.9
2021-05-16 09:16:07,88.5,0.0,5.9,15.2
2021-05-16 09:16:12,52.4,36.2,5.6,16.0
2021-05-16 09:16:17,28.8,58.9,6.2,15.2
2021-05-16 09:16:22,88.5,0.0,6.2,13.0
2021-05-16 09:16:27,87.5,0.0,6.6,16.3
2021-05-16 09:16:32,89.1,0.0,6.2,13.0
2021-05-16 09:16:37,88.3,0.0,5.8,15.2
2021-05-16 09:16:42,86.5,0.0,5.8,19.4
2021-05-16 09:16:47,88.1,0.0,6.0,15.1
2021-05-16 09:16:52,23.1,0.0,2.0,85.6
2021-05-16 09:16:57,17.6,0.0,72.4,18.5
2021-05-16 09:17:02,9.5,24.3,11.7,63.5
2021-05-16 09:17:07,21.1,89.0,0.0,0.0
2021-05-16 09:17:12,19.4,86.7,0.0,2.0
2021-05-16 09:17:17,19.4,88.4,0.2,0.6
2021-05-16 09:17:22,21.4,75.0,0.2,12.8
2021-05-16 09:17:27,20.8,0.8,0.0,88.2
2021-05-16 09:17:32,22.4,0.6,0.6,87.0
2021-05-16 09:17:37,21.0,1.2,0.0,88.2
2021-05-16 09:17:42,18.5,1.4,0.6,87.7
2021-05-16 09:17:47,17.5,47.9,0.4,43.4
2021-05-16 09:17:52,20.5,87.9,0.0,1.2
2021-05-16 09:17:57,23.3,87.2,0.0,1.6
2021-05-16 09:18:02,19.4,88.2,-0.0,1.0
2021-05-16 09:18:07,21.1,87.5,0.0,1.6
2021-05-16 09:18:12,19.1,87.9,-0.0,0.8
2021-05-16 09:18:18,20.4,59.2,0.0,29.3
2021-05-16 09:18:23,22.3,85.9,0.4,0.6
2021-05-16 09:18:28,17.6,0.6,21.2,68.6
2021-05-16 09:18:33,20.2,1.6,88.4,0.0
2021-05-16 09:18:38,23.8,1.6,80.1,6.8
2021-05-16 09:18:43,17.4,1.4,0.0,88.7
2021-05-16 09:18:48,20.8,1.0,0.0,87.8
2021-05-16 09:18:53,18.7,1.2,0.0,89.1
2021-05-16 09:18:58,20.6,1.8,0.0,87.7
2021-05-16 09:19:03,18.3,1.4,0.0,88.5
2021-05-16 09:19:08,19.8,1.4,0.0,88.1
2021-05-16 09:19:13,17.3,1.8,0.0,88.8
2021-05-16 09:19:18,22.5,2.8,0.0,87.4
2021-05-16 09:19:23,20.0,2.0,0.0,87.8
2021-05-16 09:19:28,23.2,1.4,0.0,87.2
2021-05-16 09:19:33,18.0,1.4,0.0,88.2
2021-05-16 09:19:38,15.4,7.9,0.0,86.5
2021-05-16 09:19:43,16.9,6.2,0.0,85.2
2021-05-16 09:19:48,17.5,8.1,0.0,84.9
2021-05-16 09:19:53,13.6,5.7,0.0,88.5
2021-05-16 09:19:58,14.7,7.0,0.0,88.0
2021-05-16 09:20:03,14.6,7.4,0.0,88.6
2021-05-16 09:20:08,15.4,31.3,0.0,62.8
2021-05-16 09:20:13,18.0,17.9,67.3,7.0
2021-05-16 09:20:18,14.0,0.2,88.2,5.7
2021-05-16 09:20:23,15.7,0.0,88.1,5.8
2021-05-16 09:20:28,13.8,0.0,87.3,6.2
2021-05-16 09:20:33,14.5,0.4,88.6,7.0
2021-05-16 09:20:38,15.9,0.0,88.5,5.4
2021-05-16 09:20:43,13.3,83.8,5.4,6.0
2021-05-16 09:20:48,16.3,87.3,0.0,6.0
2021-05-16 09:20:53,89.0,5.0,13.7,1.6
2021-05-16 09:20:58,86.7,5.0,15.2,1.6
2021-05-16 09:21:03,85.5,4.8,17.1,1.6
2021-05-16 09:21:08,86.6,1.0,19.9,1.6
2021-05-16 09:21:13,70.8,0.0,34.1,5.0
2021-05-16 09:21:18,5.0,0.0,88.2,16.5
2021-05-16 09:21:23,4.8,0.4,86.7,18.9
2021-05-16 09:21:28,5.2,0.0,88.7,15.3
2021-05-16 09:21:33,5.0,0.2,88.2,14.5
2021-05-16 09:21:38,5.0,0.4,87.4,17.6
2021-05-16 09:21:43,4.8,0.4,87.8,16.2
2021-05-16 09:21:48,5.0,0.4,88.5,17.7
2021-05-16 09:21:53,4.6,0.4,88.0,16.1
2021-05-16 09:21:58,4.6,0.4,88.4,16.5
2021-05-16 09:22:03,4.8,0.2,88.7,14.7
2021-05-16 09:22:08,5.0,0.4,87.6,15.9
2021-05-16 09:22:13,4.8,0.2,87.8,18.3
2021-05-16 09:22:18,5.0,0.0,86.7,18.0
2021-05-16 09:22:23,5.0,0.2,86.2,18.3
2021-05-16 09:22:28,20.3,1.4,67.8,22.7
2021-05-16 09:22:33,0.4,2.0,88.3,20.2
2021-05-16 09:22:38,2.6,1.4,88.3,18.7
2021-05-16 09:22:43,0.4,1.2,88.8,18.4
2021-05-16 09:22:48,0.2,1.2,87.1,22.3
2021-05-16 09:22:53,0.2,2.2,87.9,19.3
2021-05-16 09:22:58,0.4,0.6,89.3,18.5
2021-05-16 09:23:03,0.4,1.4,88.5,20.9
2021-05-16 09:23:08,0.0,1.4,87.6,19.6
2021-05-16 09:23:13,13.8,0.0,89.2,5.0
2021-05-16 09:23:18,16.5,0.0,87.9,6.0
2021-05-16 09:23:23,19.5,0.0,87.4,4.6
2021-05-16 09:23:28,16.6,0.0,87.9,5.6
2021-05-16 09:23:33,16.2,0.6,87.9,5.0
2021-05-16 09:23:38,16.1,0.6,86.7,5.2
2021-05-16 09:23:43,17.6,0.8,85.8,5.8
2021-05-16 09:23:48,16.4,0.8,86.6,7.5
2021-05-16 09:23:53,14.1,0.4,88.3,5.5
2021-05-16 09:23:58,12.1,0.2,89.1,5.8
2021-05-16 09:24:03,16.2,0.4,87.3,5.8
2021-05-16 09:24:08,14.0,0.4,88.5,5.8
2021-05-16 09:24:13,15.1,0.0,87.8,6.0
2021-05-16 09:24:18,14.4,0.6,87.7,5.3
2021-05-16 09:24:23,15.3,1.0,88.4,5.7
2021-05-16 09:24:28,15.4,0.4,87.2,7.5
2021-05-16 09:24:33,15.4,0.0,87.6,5.6
2021-05-16 09:24:38,12.4,0.2,89.2,5.1
2021-05-16 09:24:43,14.3,0.4,88.2,6.8
2021-05-16 09:24:48,15.5,0.0,87.8,5.9
2021-05-16 09:24:53,13.0,0.2,89.0,6.4
2021-05-16 09:24:58,14.7,0.2,87.9,5.3
2021-05-16 09:25:03,17.1,0.6,84.6,8.0
2021-05-16 09:25:08,64.9,1.6,37.9,4.8
2021-05-16 09:25:13,88.6,0.4,15.0,4.8
2021-05-16 09:25:18,88.5,0.2,15.6,4.8
2021-05-16 09:25:23,88.4,0.4,15.5,4.6
2021-05-16 09:25:28,88.2,0.2,16.0,5.2
2021-05-16 09:25:33,87.4,0.6,18.7,4.6
2021-05-16 09:25:38,36.6,16.2,51.8,5.2
2021-05-16 09:25:43,0.4,16.3,88.2,5.0
2021-05-16 09:25:48,12.2,4.9,88.0,5.0
2021-05-16 09:25:53,15.9,1.6,87.7,4.8
2021-05-16 09:25:58,15.3,1.8,88.4,4.6
2021-05-16 09:26:03,13.9,1.0,89.2,5.0
2021-05-16 09:26:08,15.3,1.8,88.2,5.0
2021-05-16 09:26:13,13.9,1.6,88.1,4.8
2021-05-16 09:26:18,18.0,1.0,87.8,4.8
2021-05-16 09:26:23,15.6,1.2,86.1,5.8
2021-05-16 09:26:28,15.5,0.6,86.1,6.0
