Time,1,2,3,4
2021-05-15 17:42:20,50.0,0.0,0.0,0.0
2021-05-15 17:42:25,0.0,0.6,8.0,23.8
2021-05-15 17:42:31,3.4,1.4,0.0,48.3
2021-05-15 17:42:36,5.0,2.0,0.0,45.9
2021-05-15 17:42:41,39.1,1.0,0.0,16.3
2021-05-15 17:42:46,13.8,2.0,0.0,37.5
2021-05-15 17:42:51,5.8,0.8,0.0,50.5
2021-05-15 17:42:56,3.0,0.4,0.0,49.8
2021-05-15 17:43:01,1.6,0.2,0.0,50.4
2021-05-15 17:43:06,1.4,0.2,0.0,52.4
2021-05-15 17:43:11,1.4,0.6,0.0,53.8
2021-05-15 17:43:16,1.4,41.8,0.0,10.6
2021-05-15 17:43:21,1.4,53.7,0.0,0.8
2021-05-15 17:43:26,2.6,52.6,0.0,0.4
2021-05-15 17:43:31,2.6,10.0,0.0,44.6
2021-05-15 17:43:36,2.4,5.0,0.0,46.8
2021-05-15 17:43:41,1.8,4.8,0.0,45.6
2021-05-15 17:43:46,2.2,4.6,0.0,48.9
2021-05-15 17:43:51,0.4,4.6,0.0,54.2
2021-05-15 17:43:56,0.4,4.2,0.0,50.7
2021-05-15 17:44:01,0.2,4.2,0.0,48.3
2021-05-15 17:44:06,0.0,4.4,0.0,53.8
2021-05-15 17:44:11,1.4,4.8,0.0,49.1
2021-05-15 17:44:16,1.8,5.0,0.0,49.8
2021-05-15 17:44:21,0.4,3.8,0.0,45.5
2021-05-15 17:44:26,0.2,4.4,0.0,50.7
2021-05-15 17:44:31,0.4,4.8,0.0,46.9
2021-05-15 17:44:36,3.4,2.6,0.0,25.6
