Time,1,2,3,4
2021-05-16 08:46:56,0.0,0.0,0.0,0.0
2021-05-16 08:47:01,15.7,20.2,1.8,10.2
2021-05-16 08:47:06,16.2,67.3,3.6,0.8
2021-05-16 08:47:11,3.4,53.9,46.3,1.0
2021-05-16 08:47:16,5.2,2.8,72.7,26.8
2021-05-16 08:47:21,4.0,12.9,86.3,2.8
2021-05-16 08:47:26,4.4,98.4,0.2,3.6
2021-05-16 08:47:31,3.8,77.7,0.0,23.8
2021-05-16 08:47:36,4.0,82.2,0.0,19.6
2021-05-16 08:47:41,3.6,17.2,82.2,2.6
2021-05-16 08:47:46,3.6,2.4,98.8,0.8
2021-05-16 08:47:51,3.2,69.9,29.7,2.2
2021-05-16 08:47:56,1.0,98.6,0.4,3.4
2021-05-16 08:48:01,1.8,47.4,0.4,53.3
2021-05-16 08:48:06,19.0,61.0,1.0,23.0
2021-05-16 08:48:11,3.4,70.0,1.4,29.3
2021-05-16 08:48:16,3.0,0.2,2.0,98.6
2021-05-16 08:48:21,1.0,47.5,1.8,52.9
2021-05-16 08:48:26,1.2,36.4,0.6,66.3
2021-05-16 08:48:31,46.2,34.1,1.2,24.7
2021-05-16 08:48:36,0.4,53.8,2.8,48.3
2021-05-16 08:48:41,1.0,87.9,1.0,15.8
2021-05-16 08:48:46,1.2,78.2,7.6,16.9
2021-05-16 08:48:51,2.2,37.7,1.8,62.9
2021-05-16 08:48:56,1.8,8.2,21.3,73.4
2021-05-16 08:49:01,0.4,69.1,14.9,18.2
2021-05-16 08:49:06,0.6,7.4,21.9,75.3
2021-05-16 08:49:11,0.0,12.6,2.8,90.5
2021-05-16 08:49:16,1.0,2.2,34.9,66.2
2021-05-16 08:49:21,0.0,0.0,36.4,64.7
2021-05-16 08:49:26,0.6,2.4,35.1,66.0
2021-05-16 08:49:31,3.0,1.4,2.4,98.4
2021-05-16 08:49:36,2.8,3.2,3.0,98.2
2021-05-16 08:49:41,6.3,6.3,23.2,65.3
2021-05-16 08:49:46,5.7,44.0,9.0,45.5
2021-05-16 08:49:51,2.4,98.8,2.4,2.0
2021-05-16 08:49:56,3.1,21.9,5.5,70.8
2021-05-16 08:50:01,2.2,4.5,2.6,90.7
2021-05-16 08:50:06,1.6,2.6,0.4,94.9
2021-05-16 08:50:11,8.7,5.5,6.5,79.5
2021-05-16 08:50:16,2.2,4.0,87.2,12.2
2021-05-16 08:50:21,2.0,0.0,97.8,3.4
2021-05-16 08:50:26,4.6,2.4,80.3,16.2
2021-05-16 08:50:31,5.0,2.0,26.1,69.0
2021-05-16 08:50:36,3.4,1.4,84.1,14.8
2021-05-16 08:50:41,0.8,2.4,30.9,67.0
2021-05-16 08:50:46,2.4,12.5,6.3,79.4
2021-05-16 08:50:51,19.3,30.8,9.6,44.2
2021-05-16 08:50:56,21.0,1.2,4.2,80.0
2021-05-16 08:51:01,1.8,0.4,2.6,97.8
2021-05-16 08:51:06,0.2,1.4,3.2,98.4
2021-05-16 08:51:11,2.2,1.8,2.6,98.6
2021-05-16 08:51:16,0.8,2.4,2.0,98.4
2021-05-16 08:51:21,2.4,5.4,6.8,89.3
2021-05-16 08:51:26,6.6,6.5,13.3,73.5
2021-05-16 08:51:31,4.4,80.8,2.2,18.5
2021-05-16 08:51:36,1.6,98.6,1.6,2.2
2021-05-16 08:51:41,3.4,12.9,22.2,67.9
2021-05-16 08:51:46,1.0,2.0,86.3,11.7
2021-05-16 08:51:51,8.4,12.1,5.2,75.4
2021-05-16 08:51:56,5.0,55.6,10.5,32.9
2021-05-16 08:52:01,66.9,32.0,1.6,2.0
2021-05-16 08:52:06,1.4,30.6,70.1,0.2
2021-05-16 08:52:11,1.6,47.4,52.5,1.6
2021-05-16 08:52:16,8.5,44.3,46.0,2.0
2021-05-16 08:52:21,5.3,73.3,13.0,9.4
2021-05-16 08:52:26,1.2,75.0,6.4,18.4
2021-05-16 08:52:31,5.9,46.4,46.3,3.4
2021-05-16 08:52:36,8.7,65.0,6.9,22.2
2021-05-16 08:52:41,0.8,3.2,1.4,99.0
2021-05-16 08:52:46,1.8,61.0,32.4,8.4
2021-05-16 08:52:51,0.6,93.4,5.1,3.4
2021-05-16 08:52:56,0.4,28.9,0.0,71.9
2021-05-16 08:53:01,0.6,19.3,0.4,81.0
2021-05-16 08:53:06,3.4,82.0,4.4,15.9
2021-05-16 08:53:11,9.6,73.6,6.5,11.0
2021-05-16 08:53:16,8.8,69.4,16.2,6.5
2021-05-16 08:53:21,15.9,60.2,19.7,5.7
2021-05-16 08:53:26,99.2,2.4,2.4,1.0
2021-05-16 08:53:31,46.6,1.8,54.1,1.6
2021-05-16 08:53:36,1.4,7.3,82.8,9.7
2021-05-16 08:53:41,1.0,1.8,11.6,89.4
2021-05-16 08:53:46,46.0,1.4,18.2,37.6
2021-05-16 08:53:51,20.7,6.9,4.0,70.4
