Time,1,2,3,4
2021-05-15 17:32:56,100.0,0.0,0.0,0.0
2021-05-15 17:33:01,0.6,1.0,34.9,5.4
2021-05-15 17:33:06,0.0,31.5,18.3,4.4
2021-05-15 17:33:11,0.4,50.9,1.2,5.0
2021-05-15 17:33:16,30.3,19.2,1.4,5.0
2021-05-15 17:33:21,-0.0,49.9,2.2,4.6
2021-05-15 17:33:26,0.0,47.0,1.4,4.4
2021-05-15 17:33:31,0.0,48.2,1.6,5.4
2021-05-15 17:33:36,0.4,45.5,1.6,5.0
2021-05-15 17:33:41,0.4,47.6,1.8,3.7
2021-05-15 17:33:46,0.0,50.3,2.6,5.6
2021-05-15 17:33:51,0.2,49.7,0.4,4.6
2021-05-15 17:33:56,1.0,52.0,0.2,5.6
2021-05-15 17:34:01,0.4,51.9,0.4,4.0
2021-05-15 17:34:06,0.2,47.8,0.0,5.0
2021-05-15 17:34:11,0.4,47.0,0.2,5.2
2021-05-15 17:34:16,0.0,48.3,0.4,4.6
2021-05-15 17:34:21,0.2,50.0,2.0,4.2
2021-05-15 17:34:26,1.8,51.8,0.8,4.4
2021-05-15 17:34:31,1.4,47.3,0.4,5.0
2021-05-15 17:34:36,1.4,47.0,1.2,5.4
2021-05-15 17:34:41,0.2,47.0,1.2,4.4
2021-05-15 17:34:46,0.2,52.1,0.6,5.0
2021-05-15 17:34:51,-0.0,46.8,0.0,8.2
2021-05-15 17:34:56,0.2,2.0,0.2,52.7
2021-05-15 17:35:01,0.0,12.8,0.2,38.8
2021-05-15 17:35:06,0.0,51.0,1.8,4.6
