Time,1,2,3,4
2021-05-15 17:09:03,0.0,0.0,0.0,0.0
2021-05-15 17:09:08,3.0,7.0,10.8,9.7
2021-05-15 17:09:13,2.2,89.8,10.0,11.9
2021-05-15 17:09:18,7.7,76.2,9.1,22.5
2021-05-15 17:09:23,12.3,0.0,9.7,92.1
2021-05-15 17:09:28,4.4,0.2,21.2,88.7
2021-05-15 17:09:33,5.5,0.4,17.9,89.2
2021-05-15 17:09:38,12.4,2.6,8.8,91.4
2021-05-15 17:09:43,12.5,1.8,8.6,91.0
2021-05-15 17:09:48,11.8,2.4,8.2,91.5
2021-05-15 17:09:53,10.6,4.0,8.1,91.8
2021-05-15 17:09:58,3.6,12.9,8.4,91.8
2021-05-15 17:10:03,3.1,8.6,9.1,91.6
2021-05-15 17:10:08,15.6,0.4,8.4,91.3
2021-05-15 17:10:13,16.8,0.6,7.8,91.3
2021-05-15 17:10:18,13.1,0.8,8.2,91.6
2021-05-15 17:10:23,14.4,0.4,7.6,91.7
2021-05-15 17:10:28,13.7,0.4,9.0,91.8
2021-05-15 17:10:33,12.8,0.0,8.8,91.6
2021-05-15 17:10:38,14.0,17.4,8.5,73.9
2021-05-15 17:10:43,43.9,62.2,9.8,0.0
2021-05-15 17:10:48,81.2,12.6,10.3,10.4
2021-05-15 17:10:53,47.1,13.8,8.4,46.0
2021-05-15 17:10:58,45.0,54.5,14.9,0.0
2021-05-15 17:11:03,0.8,87.9,21.9,3.0
2021-05-15 17:11:08,1.6,91.4,19.9,1.6
2021-05-15 17:11:13,2.4,91.7,18.5,1.2
2021-05-15 17:11:18,2.6,91.6,19.9,1.4
2021-05-15 17:11:23,2.8,91.1,20.9,0.4
2021-05-15 17:11:28,1.2,91.4,21.1,1.4
2021-05-15 17:11:33,1.4,91.3,22.0,0.2
2021-05-15 17:11:38,1.2,90.0,20.8,2.0
2021-05-15 17:11:43,2.0,90.1,20.7,1.2
2021-05-15 17:11:48,1.4,81.5,19.8,10.7
2021-05-15 17:11:53,9.8,19.9,21.6,65.1
2021-05-15 17:11:58,12.4,12.9,10.3,78.3
2021-05-15 17:12:03,0.2,15.4,8.9,90.9
2021-05-15 17:12:08,0.2,21.6,33.2,60.5
2021-05-15 17:12:13,1.8,17.0,0.2,91.4
2021-05-15 17:12:18,14.6,8.6,0.2,91.4
2021-05-15 17:12:23,12.1,8.5,0.0,91.7
2021-05-15 17:12:28,14.6,8.5,31.2,59.6
2021-05-15 17:12:33,0.4,7.8,91.7,12.7
2021-05-15 17:12:38,0.2,8.2,91.0,15.6
2021-05-15 17:12:43,0.2,8.3,91.4,13.8
2021-05-15 17:12:48,0.0,7.9,90.7,16.4
2021-05-15 17:12:53,0.6,8.7,91.2,15.4
2021-05-15 17:12:58,0.0,8.5,91.7,13.0
2021-05-15 17:13:03,0.4,8.2,91.4,16.0
2021-05-15 17:13:08,0.4,7.7,91.2,15.0
2021-05-15 17:13:13,36.6,8.2,56.2,14.1
2021-05-15 17:13:18,89.1,14.1,1.6,10.0
2021-05-15 17:13:23,0.0,17.1,31.6,65.7
2021-05-15 17:13:28,76.5,21.4,13.0,3.0
2021-05-15 17:13:33,91.1,21.6,0.6,2.8
2021-05-15 17:13:38,91.3,23.2,0.0,0.4
2021-05-15 17:13:43,91.3,22.0,0.2,0.2
2021-05-15 17:13:48,59.4,21.2,26.2,7.7
2021-05-15 17:13:53,0.6,22.0,91.3,0.0
2021-05-15 17:13:58,0.0,22.8,90.0,2.2
2021-05-15 17:14:03,33.3,26.4,53.5,0.6
2021-05-15 17:14:08,21.9,1.2,3.0,90.1
2021-05-15 17:14:13,22.6,2.6,3.9,89.4
2021-05-15 17:14:18,23.6,1.4,2.4,89.2
2021-05-15 17:14:23,20.1,1.4,2.0,91.5
2021-05-15 17:14:28,20.7,0.8,1.6,91.1
2021-05-15 17:14:33,11.6,10.6,3.0,91.2
2021-05-15 17:14:38,8.3,12.1,2.4,91.8
2021-05-15 17:14:43,8.7,12.6,2.0,91.3
2021-05-15 17:14:48,7.7,2.6,10.9,91.3
2021-05-15 17:14:53,11.2,2.0,39.1,62.5
2021-05-15 17:14:58,19.2,0.6,91.9,2.0
2021-05-15 17:15:03,23.0,0.2,91.1,1.4
2021-05-15 17:15:08,22.7,0.0,90.8,1.0
2021-05-15 17:15:13,22.1,0.4,91.1,1.2
2021-05-15 17:15:18,19.8,0.2,91.7,2.2
2021-05-15 17:15:23,19.6,0.6,51.3,41.9
2021-05-15 17:15:28,19.3,0.2,1.6,92.2
2021-05-15 17:15:33,18.7,0.0,28.1,66.1
2021-05-15 17:15:38,23.3,0.6,91.5,0.4
2021-05-15 17:15:43,22.8,0.4,91.2,0.4
2021-05-15 17:15:48,17.1,0.4,62.0,33.9
2021-05-15 17:15:53,12.1,0.2,91.1,13.8
2021-05-15 17:15:58,10.3,2.0,91.3,9.6
2021-05-15 17:16:03,9.9,0.8,91.5,14.1
2021-05-15 17:16:08,10.4,0.4,91.5,11.5
2021-05-15 17:16:13,10.1,0.4,91.8,12.0
2021-05-15 17:16:18,10.1,0.2,90.8,15.9
2021-05-15 17:16:23,9.3,0.2,91.5,12.1
2021-05-15 17:16:28,9.9,0.4,91.0,15.6
2021-05-15 17:16:33,9.7,0.4,91.8,12.4
2021-05-15 17:16:38,22.2,41.4,38.0,13.1
2021-05-15 17:16:43,9.5,25.2,19.8,60.4
2021-05-15 17:16:48,2.8,23.6,20.7,66.9
2021-05-15 17:16:53,61.8,3.2,13.4,37.1
2021-05-15 17:16:58,89.3,0.0,8.1,16.7
2021-05-15 17:17:03,90.2,0.4,8.7,14.8
2021-05-15 17:17:08,89.4,0.6,8.2,18.2
