Time,1,2,3,4
2021-05-15 17:31:23,100.0,50.0,0.0,0.0
2021-05-15 17:31:28,22.3,16.9,1.6,3.2
2021-05-15 17:31:33,62.7,19.1,29.6,3.4
2021-05-15 17:31:38,92.2,18.2,0.0,3.0
2021-05-15 17:31:43,84.4,18.4,10.0,2.2
2021-05-15 17:31:48,65.7,17.9,0.6,28.3
2021-05-15 17:31:53,1.4,20.3,0.8,92.1
2021-05-15 17:31:58,37.9,19.4,1.0,55.1
2021-05-15 17:32:03,21.7,21.0,35.0,35.5
2021-05-15 17:32:08,92.4,9.1,12.9,0.2
2021-05-15 17:32:14,92.7,9.3,11.6,0.0
2021-05-15 17:32:19,34.1,9.5,11.1,59.0
2021-05-15 17:32:24,0.0,9.4,10.1,92.9
2021-05-15 17:32:29,0.0,10.4,10.1,93.3
2021-05-15 17:32:34,0.0,17.1,5.2,91.5
2021-05-15 17:32:39,73.2,20.4,1.4,18.3
2021-05-15 17:32:44,64.3,18.7,12.2,18.1
2021-05-15 17:32:49,0.0,20.1,31.7,61.1
2021-05-15 17:32:54,0.0,16.1,33.6,61.2
2021-05-15 17:32:59,0.0,92.5,13.4,8.1
2021-05-15 17:33:04,0.2,69.5,34.5,9.2
2021-05-15 17:33:09,0.0,41.3,58.2,11.9
2021-05-15 17:33:14,0.0,93.1,0.2,18.2
2021-05-15 17:33:19,0.0,54.8,38.4,20.0
2021-05-15 17:33:24,0.0,3.2,89.5,21.5
2021-05-15 17:33:29,70.3,10.6,11.8,21.8
2021-05-15 17:33:34,92.3,0.4,0.2,21.2
2021-05-15 17:33:39,69.1,23.7,0.4,19.3
2021-05-15 17:33:44,0.2,92.8,0.6,19.4
2021-05-15 17:33:49,0.2,40.4,52.6,21.6
2021-05-15 17:33:54,0.2,0.8,92.1,22.2
2021-05-15 17:33:59,58.6,1.8,33.9,19.6
2021-05-15 17:34:04,92.7,1.4,0.0,19.0
2021-05-15 17:34:09,54.5,39.0,0.2,18.8
2021-05-15 17:34:14,65.4,27.5,0.6,19.2
2021-05-15 17:34:19,93.0,0.4,1.2,18.5
2021-05-15 17:34:24,93.0,0.0,0.6,18.8
2021-05-15 17:34:29,34.5,0.2,59.3,17.8
2021-05-15 17:34:34,26.6,0.8,69.2,16.5
2021-05-15 17:34:39,93.1,3.2,11.8,7.6
2021-05-15 17:34:44,21.5,10.0,72.0,10.9
2021-05-15 17:34:49,0.0,13.9,92.1,7.6
2021-05-15 17:34:54,0.0,14.3,93.0,7.3
2021-05-15 17:34:59,0.2,19.4,64.4,28.8
2021-05-15 17:35:04,4.4,17.6,80.2,10.8
2021-05-15 17:35:09,6.6,14.0,91.4,3.2
2021-05-15 17:35:14,7.0,10.7,92.7,2.4
2021-05-15 17:35:19,6.9,43.5,57.7,3.4
2021-05-15 17:35:24,6.7,88.3,11.2,4.8
2021-05-15 17:35:29,7.7,27.8,9.0,66.3
2021-05-15 17:35:34,8.5,92.7,12.8,0.0
2021-05-15 17:35:39,8.7,83.2,9.7,9.9
2021-05-15 17:35:44,4.8,2.4,12.0,92.5
2021-05-15 17:35:49,2.0,4.6,15.3,92.6
2021-05-15 17:35:54,4.2,12.5,18.7,78.2
2021-05-15 17:35:59,0.2,0.0,20.9,92.3
2021-05-15 17:36:04,0.2,0.0,21.4,92.5
2021-05-15 17:36:09,0.2,0.0,20.9,92.4
2021-05-15 17:36:14,15.9,32.5,30.1,34.5
2021-05-15 17:36:19,0.0,92.2,1.8,18.8
2021-05-15 17:36:24,0.4,92.6,1.4,18.6
2021-05-15 17:36:29,0.2,92.2,1.8,19.4
2021-05-15 17:36:34,0.2,92.5,1.0,19.1
2021-05-15 17:36:39,0.6,89.0,1.6,21.2
2021-05-15 17:36:44,0.2,92.4,1.0,17.3
2021-05-15 17:36:49,0.0,92.6,0.4,18.5
2021-05-15 17:36:54,0.0,91.8,0.0,21.1
2021-05-15 17:36:59,0.0,92.0,0.0,21.2
2021-05-15 17:37:04,0.0,92.0,0.0,22.9
2021-05-15 17:37:09,0.2,92.0,0.0,22.8
2021-05-15 17:37:14,0.0,7.0,86.6,19.1
2021-05-15 17:37:19,0.2,0.6,92.6,20.2
2021-05-15 17:37:24,0.2,0.4,92.2,20.6
2021-05-15 17:37:29,0.2,31.3,60.1,20.0
2021-05-15 17:37:34,20.9,72.5,1.2,16.5
2021-05-15 17:37:39,2.6,21.6,72.5,14.7
2021-05-15 17:37:44,0.0,0.4,92.7,17.9
2021-05-15 17:37:49,0.4,2.6,92.6,18.4
2021-05-15 17:37:54,42.6,1.8,51.5,16.9
2021-05-15 17:37:59,72.3,23.2,1.4,14.5
2021-05-15 17:38:04,92.5,2.8,1.2,16.0
2021-05-15 17:38:09,55.4,39.2,2.4,17.0
2021-05-15 17:38:14,0.4,92.3,2.0,16.4
2021-05-15 17:38:19,0.6,92.3,3.0,18.2
2021-05-15 17:38:24,0.2,23.3,73.7,14.7
2021-05-15 17:38:29,0.2,13.4,91.2,8.0
